Web Exception :

Need To Fix Count : 249
Report
Checked	NO	Method	TestDescription	RequestBody	Your Response	CorrectResponse
Need to fix !	Sports-6-2	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"8754766","TransactionId":"8754766","BetTime":"2026-05-29T17:41:24.89829-04:00","ProductType":1,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":{"sportType":"Basketball","marketType":"Over_Under","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"Goal","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 510.00
Need to fix !	Sports-6-3	Settle	1st-time-settle-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"8754766","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:41:25.89829-04:00","ProductType":1,"GameType":1,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":{"sportType":"Basketball","marketType":"Over_Under","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"Goal","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":true}}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 540.00
Need to fix !	Sports-6-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":1,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 540.00
Need to fix !	Sports-6-5	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":540.00,"TransferCode":"87547660","TransactionId":"87547660","BetTime":"2026-05-29T17:41:26.89829-04:00","ProductType":1,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":{"sportType":"Soccer","marketType":"Handicap","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"HomeTeam","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":0,"ErrorCode":5,"ErrorMessage":"Insufficient balance"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710
Checked	Sports-6-6	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":1,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"0.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 0.00
Checked	Sports-6-7	Rollback	1st-time-rollback-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"8754766","ProductType":1,"GameType":1,"Gpid":-1,"ExtraInfo":{"sportType":"Soccer","marketType":"First_Half_C_S","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"0:1","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":-40,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710
Checked	Sports-6-8	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"8754766","TransactionId":"8754766","ProductType":1,"GameType":1,"Gpid":-1}	{"TransferCode":"8754766","TransactionId":"8754766","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: 8754766, TransactionId: 8754766, Status: Running
Need to fix !	Sports-6-9	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":1,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"-40.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: -30.00
Need to fix !	Sports-6-10	Cancel	1st-time-cancel-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"87547660","ProductType":1,"GameType":1,"IsCancelAll":true,"TransactionId":"87547660","Gpid":-1,"ExtraInfo":{"sportType":"Basketball","marketType":"Over_Under","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"Goal","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":"470.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 510.00
Need to fix !	Sports-6-11	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":1,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"470.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 510.00
Checked	Sports-7-1	GetBetStatus	Get-bet-status-should-not-exist	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"8754767","TransactionId":"8754767","ProductType":1,"GameType":1,"Gpid":-1}	{"TransferCode":"8754767","TransactionId":"8754767","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	Sports-7-2	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"8754767","TransactionId":"8754767","BetTime":"2026-05-29T17:41:27.89829-04:00","ProductType":1,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":{"sportType":"Basketball","marketType":"Over_Under","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"Goal","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":450,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 500.00
Need to fix !	Sports-7-3	Cancel	1st-time-cancel-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"8754767","ProductType":1,"GameType":1,"IsCancelAll":true,"TransactionId":"8754767","Gpid":-1,"ExtraInfo":{"sportType":"Basketball","marketType":"Over_Under","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"Goal","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 510.00
Need to fix !	Sports-7-4	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":510.00,"TransferCode":"87547670","TransactionId":"87547670","BetTime":"2026-05-29T17:41:28.89829-04:00","ProductType":1,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":{"sportType":"Soccer","marketType":"Handicap","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"HomeTeam","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":5,"ErrorMessage":"Insufficient balance"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710
Checked	Sports-7-5	Rollback	1st-time-rollback-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"8754767","ProductType":1,"GameType":1,"Gpid":-1,"ExtraInfo":{"sportType":"Basketball","marketType":"Over_Under","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"Goal","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710
Checked	Sports-7-6	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"8754767","TransactionId":"8754767","ProductType":1,"GameType":1,"Gpid":-1}	{"TransferCode":"8754767","TransactionId":"8754767","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: 8754767, TransactionId: 8754767, Status: Running
Need to fix !	Sports-7-7	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":1,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"470.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: -10.00
Need to fix !	Sports-7-8	Cancel	1st-time-cancel-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"87547670","ProductType":1,"GameType":1,"IsCancelAll":true,"TransactionId":"87547670","Gpid":-1,"ExtraInfo":{"sportType":"Basketball","marketType":"Over_Under","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"Goal","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":"480.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 500.00
Need to fix !	Sports-7-9	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":1,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"480.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 500.00
Checked	Sports-8-1	GetBetStatus	Error code should be 6(BetNotExists).	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"8754768","TransactionId":"8754768","ProductType":1,"GameType":1,"Gpid":-1}	{"TransferCode":"8754768","TransactionId":"8754768","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	Sports-8-2	Deduct	First deduct request should success.	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"8754768","TransactionId":"8754768","BetTime":"2026-05-29T17:41:29.89829-04:00","ProductType":1,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":{"sportType":"Soccer","marketType":"Handicap","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"HomeTeam","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":460,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 490.00
Checked	Sports-8-3	GetBetStatus	Status should be 'Running'.	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"8754768","TransactionId":"8754768","ProductType":1,"GameType":1,"Gpid":-1}	{"TransferCode":"8754768","TransactionId":"8754768","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: 8754768, TransactionId: 8754768, Status: Running
Checked	Sports-8-4	Settle	First settle request should success.	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"8754768","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:41:30.89829-04:00","ProductType":1,"GameType":1,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":{"sportType":"Soccer","marketType":"First_Half_C_S","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"0:1","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":true}}	{"AccountName":"swrun_1780089828793_831710","Balance":520,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 520.00
Checked	Sports-8-5	Settle	Duplicate settle request should return error code 2001(BetAlreadySettled).	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"8754768","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:41:31.89829-04:00","ProductType":1,"GameType":1,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":{"sportType":"Soccer","marketType":"Handicap","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"HomeTeam","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":true}}	{"AccountName":"swrun_1780089828793_831710","Balance":520,"ErrorCode":2001,"ErrorMessage":"Already settled"}	Values should be: ErrorCode: 2001
Checked	Sports-9-1	GetBetStatus	Error code should be 6(BetNotExists).	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"8754769","TransactionId":"8754769","ProductType":1,"GameType":1,"Gpid":-1}	{"TransferCode":"8754769","TransactionId":"8754769","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	Sports-9-2	Deduct	First deduct request should success.	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"8754769","TransactionId":"8754769","BetTime":"2026-05-29T17:41:32.89829-04:00","ProductType":1,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":{"sportType":"Soccer","marketType":"Handicap","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"HomeTeam","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":480,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 510.00
Checked	Sports-9-3	GetBetStatus	Status should be 'Running'.	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"8754769","TransactionId":"8754769","ProductType":1,"GameType":1,"Gpid":-1}	{"TransferCode":"8754769","TransactionId":"8754769","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: 8754769, TransactionId: 8754769, Status: Running
Need to fix !	Sports-9-4	Cancel	First cancel request should success.	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"8754769","ProductType":1,"GameType":1,"IsCancelAll":true,"TransactionId":"8754769","Gpid":-1,"ExtraInfo":{"sportType":"Soccer","marketType":"First_Half_C_S","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"0:1","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":480,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 520.00
Checked	Sports-9-5	Cancel	Duplicate cancel request should return error code 2002(BetAlreadyCanceled).	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"8754769","ProductType":1,"GameType":1,"IsCancelAll":true,"TransactionId":"8754769","Gpid":-1,"ExtraInfo":{"sportType":"Basketball","marketType":"Over_Under","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"Goal","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":480,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Values should be: ErrorCode: 2002
Checked	Sports-10-1	GetBetStatus	Error code should be 6(BetNotExists).	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"87547610","TransactionId":"87547610","ProductType":1,"GameType":1,"Gpid":-1}	{"TransferCode":"87547610","TransactionId":"87547610","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	Sports-10-2	Deduct	First deduct request should success.	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"87547610","TransactionId":"87547610","BetTime":"2026-05-29T17:41:33.89829-04:00","ProductType":1,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":{"sportType":"Soccer","marketType":"Handicap","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"HomeTeam","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 510.00
Checked	Sports-10-3	GetBetStatus	Status should be 'Running'.	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"87547610","TransactionId":"87547610","ProductType":1,"GameType":1,"Gpid":-1}	{"TransferCode":"87547610","TransactionId":"87547610","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: 87547610, TransactionId: 87547610, Status: Running
Need to fix !	Sports-10-4	Settle	First settle request should success.	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"87547610","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:41:34.89829-04:00","ProductType":1,"GameType":1,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":{"sportType":"Soccer","marketType":"First_Half_C_S","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"0:1","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":true}}	{"AccountName":"swrun_1780089828793_831710","Balance":509,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 540.00
