Web Exception :

Need To Fix Count : 249
Report
Checked	NO	Method	TestDescription	RequestBody	Your Response	CorrectResponse
Checked	3rd-1022-15-8	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875476","TransactionId":"875477","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875476, TransactionId: 875477, Status: Running
Need to fix !	3rd-1022-15-9	Deduct	3rd-time-deduct-with-another-transactionId-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"BTiSports875476","TransactionId":"875478","BetTime":"2026-05-29T17:42:58.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"P1RBII8KE0","GamePeriodId":"CT9PFLU7N8","OrderDetail":"06AHATKBXJ","PlayerIp":null,"GameTypeName":null,"Gpid": 1022,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 580.00
Need to fix !	3rd-1022-15-10	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 580.00
Checked	3rd-1022-15-11	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875476","TransactionId":"875477","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875476, TransactionId: 875477, Status: Running
Checked	3rd-1022-16-1	GetBalance	Get-balance-before-cancelled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	
Checked	3rd-1022-16-2	GetBetStatus	Check-bet-status-should-be-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875476","TransactionId":"875477","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875476, TransactionId: 875477, Status: Running
Need to fix !	3rd-1022-16-3	Cancel	1st-time-cancel-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"BTiSports875476","ProductType":9,"GameType":100,"IsCancelAll":false,"TransactionId":"875477","Gpid":1022,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 590.00
Need to fix !	3rd-1022-16-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 590.00
Checked	3rd-1022-16-5	GetBetStatus	Check-bet-status-should-be-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875476","TransactionId":"875477","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875476, TransactionId: 875477, Status: Void
Checked	3rd-1022-16-6	Cancel	cancel-2nd-with-same-TransactionId-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"BTiSports875476","ProductType":9,"GameType":100,"IsCancelAll":false,"TransactionId":"875477","Gpid":1022,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Values should be: ErrorCode: 2002
Need to fix !	3rd-1022-16-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 590.00
Checked	3rd-1022-16-8	GetBetStatus	Check-bet-status-should-be-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875476","TransactionId":"875477","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875476","TransactionId":"875477","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875476, TransactionId: 875477, Status: Void
Checked	3rd-1022-16-9	GetBetStatus	Check-bet-status-should-be-Running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875476","TransactionId":"875478","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875476","TransactionId":"875478","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875476, TransactionId: 875478, Status: Running
Need to fix !	3rd-1022-16-10	Cancel	cancel-3nd-with-different-TransactionId-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"BTiSports875476","ProductType":9,"GameType":100,"IsCancelAll":false,"TransactionId":"875478","Gpid":1022,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 600.00
Need to fix !	3rd-1022-16-11	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"490.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 600.00
Checked	3rd-1022-16-12	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875476","TransactionId":"875478","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875476","TransactionId":"875478","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875476, TransactionId: 875478, Status: Void
Checked	3rd-1022-16-13	Settle	settle-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"BTiSports875476","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:42:59.89829-04:00","ProductType":9,"GameType":100,"GameResult":"QXZWD5LIO3","CommissionStake":0,"Gpid":1022,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Values should be: ErrorCode: 2002
Need to fix !	3rd-1022-16-14	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"520.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 600.00
Checked	3rd-1022-16-15	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875476","TransactionId":"875478","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875476","TransactionId":"875478","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875476, TransactionId: 875478, Status: Void
Checked	3rd-1022-17-1	GetBalance	Get-balance-before-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"520.00","ErrorCode":"0","ErrorMessage":"No Error"}	
Need to fix !	3rd-1022-17-2	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"BTiSports875479","TransactionId":"875480","BetTime":"2026-05-29T17:43:00.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"TBZFHGN05Y","GamePeriodId":"NNWZ6KZ1QW","OrderDetail":"9I57HFWVVV","PlayerIp":null,"GameTypeName":null,"Gpid": 1022,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 590.00
Need to fix !	3rd-1022-17-3	Deduct	2nd-time-deduct-with-another-transactionId-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"BTiSports875479","TransactionId":"875481","BetTime":"2026-05-29T17:43:01.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"VT8GSWK5ET","GamePeriodId":"MW6LAGNBVO","OrderDetail":"CA24W2MC9L","PlayerIp":null,"GameTypeName":null,"Gpid": 1022,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 580.00
Checked	3rd-1022-17-4	GetBetStatus	Check-bet-status-should-be-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875479","TransactionId":"875480","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875479, TransactionId: 875480, Status: Running
Need to fix !	3rd-1022-17-5	Settle	1st-time-settle-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"BTiSports875479","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:43:02.89829-04:00","ProductType":9,"GameType":100,"GameResult":"Q1WXXB5EUX","CommissionStake":0,"Gpid":1022,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":520,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 610.00
Need to fix !	3rd-1022-17-6	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"520.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 610.00
Checked	3rd-1022-17-7	GetBetStatus	Get-bet-status-again-should-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875479","TransactionId":"875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875479, TransactionId: 875480, Status: Settled
Checked	3rd-1022-17-8	Settle	2nd-time-settle-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"BTiSports875479","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:43:03.89829-04:00","ProductType":9,"GameType":100,"GameResult":"ROWN4A4OXZ","CommissionStake":0,"Gpid":1022,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":520,"ErrorCode":2001,"ErrorMessage":"Already settled"}	Values should be: ErrorCode: 2001
Need to fix !	3rd-1022-17-9	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"550.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 610.00
Checked	3rd-1022-17-10	GetBetStatus	Get-bet-status-again-should-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875479","TransactionId":"875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875479, TransactionId: 875480, Status: Settled
Need to fix !	3rd-1022-18-0	Cancel	Cancelled-before-rollback	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"BTiSports875479","ProductType":9,"GameType":100,"IsCancelAll":true,"TransactionId":"875480","Gpid":1022,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":540,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 600.00
Need to fix !	3rd-1022-18-1	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"540.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 600.00
Checked	3rd-1022-18-2	GetBetStatus	Check-bet-status-should-be-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875479","TransactionId":"875480","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875479, TransactionId: 875480, Status: Void
Need to fix !	3rd-1022-18-3	Rollback	1st-time-rollback-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"BTiSports875479","ProductType":9,"GameType":100,"Gpid":1022,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":540,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 580.00
Need to fix !	3rd-1022-18-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"540.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 580.00
Need to fix !	3rd-1022-18-5	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875479","TransactionId":"875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875479, TransactionId: 875480, Status: Running
Need to fix !	3rd-1022-18-6	Rollback	2nd-time-rollback-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"BTiSports875479","ProductType":9,"GameType":100,"Gpid":1022,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 2003
Need to fix !	3rd-1022-18-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 580.00
Need to fix !	3rd-1022-18-8	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875479","TransactionId":"875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875479, TransactionId: 875480, Status: Running
Need to fix !	3rd-1022-18-9	Settle	Settle-after-rollback-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"BTiSports875479","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:43:04.89829-04:00","ProductType":9,"GameType":100,"GameResult":"IVOQEJHEBO","CommissionStake":0,"Gpid":1022,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":540,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 610.00
Need to fix !	3rd-1022-18-10	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":100,"Gpid":1022}	{"AccountName":"swrun_1780089828793_831710","Balance":"540.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 610.00
Checked	3rd-1022-18-11	GetBetStatus	Get-bet-status-again-should-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"BTiSports875479","TransactionId":"875480","ProductType":9,"GameType":100,"Gpid":1022}	{"TransferCode":"BTiSports875479","TransactionId":"875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: BTiSports875479, TransactionId: 875480, Status: Settled
Need to fix !	3rd-1022-19-1	Deduct	Deduct new bet should be success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"BTiSports875482","TransactionId":"875483","BetTime":"2026-05-29T17:43:05.89829-04:00","ProductType":9,"GameType":100,"GameRoundId":"F59226GRVB","GamePeriodId":"C2WTFAJH9A","OrderDetail":"2U5QTI9G5J","PlayerIp":null,"GameTypeName":null,"Gpid": 1022,"GameId": 101,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":520,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 600.00
